Series ID,Year,Period,Label,Value,3---onth % Change
Lemons,2019,08,2019 Aug,2.030,-6.3
Lemons,2019,09,2019 Sep,2.047,-0.9
Lemons,2019,10,2019 Oct,2.062,1.0
Lemons,2019,11,2019 Nov,2.014,-0.8
Lemons,2019,12,2019 Dec,1.995,-2.5
Lemons,2020,01,2020 Jan,1.949,-5.5
Lemons,2020,02,2020 Feb,1.959,-2.7
Lemons,2020,12,2020 Dec,1.896,N/A
Lemons,2021,05,2021 May,1.981, N/A
Lemons,2021,06,2021 Jun,1.953,N/A
Lemons,2021,10,2021 Oct,1.983, N/A
Lemons,2021,12,2021 Dec,2.014,N/A
Lemons,2022,01,2022 Jan,2.078,4.8
Lemons,2022,03,2022 Mar,2.095,4.0
Lemons,2022,04,2022 Apr,2.225,7.1
Lemons,2022,05,2022 May,2.261,N/A
Lemons,2022,06,2022 Jun,2.192,4.6
Lemons,2022,07,2022 Jul,2.138,-3.9
Lemons,2022,08,2022 Aug,2.032,-10.1
Lemons,2022,09,2022 Sep,2.086,-4.8
Lemons,2022,10,2022 Oct,2.090,-2.2
Lemons,2022,11,2022 Nov,2.122,4.4
Lemons,2022,12,2022 Dec,2.085,0.0
Lemons,2023,01,2023 Jan,2.194,5.0
Lemons,2023,02,2023 Feb,2.157,1.6
Lemons,2023,03,2023 Mar,2.174,4.3
Lemons,2023,04,2023 Apr,2.190,-0.2
Lemons,2023,05,2023 May,2.241,3.9
Lemons,2023,06,2023 Jun,2.226,2.4
Lemons,2023,07,2023 Jul,2.161,-1.3
Lemons,2023,08,2023 Aug,2.076,-7.4
Lemons,2023,09,2023 Sep,2.071,-7.0
Pears,2008,01,2008 Jan,1.272,N/A
Pears,2008,02,2008 Feb,1.246,0.0
Pears,2008,03,2008 Mar,1.319,3.7
Pears,2008,04,2008 Apr,1.359,6.8
Pears,2008,05,2008 May,1.282,2.9
Pears,2008,06,2008 Jun,1.367,3.6
Pears,2008,07,2008 Jul,1.384,1.8
Pears,2008,11,2008 Nov,1.381,N/A
Pears,2008,12,2008 Dec,1.373,N/A
Pears,2009,01,2009 Jan,1.261,N/A
Pears,2009,02,2009 Feb,1.297,-6.1
Pears,2009,03,2009 Mar,1.225,-10.8
Pears,2009,04,2009 Apr,1.292,2.5
Pears,2009,05,2009 May,1.365,5.2
Pears,2009,06,2009 Jun,1.385,13.1
Pears,2009,11,2009 Nov,1.335,N/A
Pears,2009,12,2009 Dec,1.277,N/A
Pears,2010,01,2010 Jan,1.264,N/A
Pears,2010,02,2010 Feb,1.226,-8.2
Pears,2010,03,2010 Mar,1.225,-4.1
Pears,2010,04,2010 Apr,1.193,-5.6
Pears,2010,05,2010 May,1.267,3.3
Pears,2010,06,2010 Jun,1.325,8.2
Pears,2010,07,2010 Jul,1.304,9.3
Pears,2010,11,2010 Nov,1.361,N/A
Pears,2010,12,2010 Dec,1.418,N/A
Pears,2011,01,2011 Jan,1.417,N/A
Pears,2011,02,2011 Feb,1.370,0.7
Pears,2011,03,2011 Mar,1.421,0.2
Pears,2011,04,2011 Apr,1.478,4.3
Pears,2011,05,2011 May,1.503,9.7
Pears,2011,06,2011 Jun,1.389,-2.3
Pears,2011,07,2011 Jul,1.389,-6.0
Pears,2011,11,2011 Nov,1.381,N/A
Pears,2011,12,2011 Dec,1.332,N/A
Pears,2012,01,2012 Jan,1.316,N/A
Pears,2012,02,2012 Feb,1.284,-7.0
Pears,2012,03,2012 Mar,1.223,-8.2
Pears,2012,04,2012 Apr,1.187,-9.8
Pears,2016,06,2016 Jun,1.650, N/A
Pears,2016,07,2016 Jul,1.684,N/A
Pears,2016,10,2016 Oct,1.682,-0.1
Pears,2016,11,2016 Nov,1.726,N/A
Pears,2016,12,2016 Dec,1.628,N/A
Pears,2017,01,2017 Jan,1.577,-6.2
Pears,2017,02,2017 Feb,1.570,-9.0
Pears,2017,03,2017 Mar,1.599,-1.8
Pears,2017,04,2017 Apr,1.602,1.6
Pears,2017,05,2017 May,1.597,1.7
Pears,2017,06,2017 Jun,1.639,2.5
Pears,2017,07,2017 Jul,1.629,1.7
Pears,2017,08,2017 Aug,1.653,3.5
Pears,2017,11,2017 Nov,1.614,-2.4
Pears,2017,12,2017 Dec,1.545,N/A
Pears,2018,01,2018 Jan,1.641,N/A
Pears,2018,02,2018 Feb,1.560,-3.3
Pears,2018,03,2018 Mar,1.558,0.8
Pears,2018,04,2018 Apr,1.521,-7.3
Pears,2018,05,2018 May,1.568,0.5
Pears,2018,06,2018 Jun,1.621,4.0
Pears,2018,07,2018 Jul,1.662,9.3
Pears,2018,11,2018 Nov,1.513,N/A
Pears,2018,12,2018 Dec,1.570,N/A
Pears,2019,01,2019 Jan,1.634,N/A
Pears,2019,02,2019 Feb,1.586,4.8
Pears,2019,03,2019 Mar,1.601,2.0
Pears,2019,04,2019 Apr,1.601,-2.0
Pears,2019,05,2019 May,1.635,3.1
Pears,2019,06,2019 Jun,1.614,0.8
Pears,2019,07,2019 Jul,1.552,-3.1
Peaches,2008,02,2008 Feb,1.825,N/A
Peaches,2008,03,2008 Mar,1.847,N/A
Peaches,2008,06,2008 Jun,1.707,-7.6
Peaches,2008,07,2008 Jul,1.506,N/A
Peaches,2008,08,2008 Aug,1.476,N/A
Peaches,2008,09,2008 Sep,1.487,-12.9
Peaches,2009,02,2009 Feb,1.719,N/A
Peaches,2009,06,2009 Jun,1.711,N/A
Peaches,2009,07,2009 Jul,1.652,N/A
Peaches,2009,08,2009 Aug,1.505,N/A
Peaches,2009,09,2009 Sep,1.570,-8.2
Peaches,2010,02,2010 Feb,1.976,N/A
Peaches,2010,06,2010 Jun,1.949,N/A
Peaches,2010,07,2010 Jul,1.682,N/A
Peaches,2010,08,2010 Aug,1.562,N/A
Peaches,2010,09,2010 Sep,1.591,-18.4
Peaches,2011,06,2011 Jun,1.767,N/A
Peaches,2011,07,2011 Jul,1.578,N/A
Peaches,2011,08,2011 Aug,1.569,N/A
Peaches,2011,09,2011 Sep,1.657,-6.2
Peaches,2012,06,2012 Jun,1.870,N/A
Peaches,2012,07,2012 Jul,1.633,N/A
Peaches,2012,08,2012 Aug,1.599,N/A
Peaches,2012,09,2012 Sep,1.683,-10.0
Peaches,2013,06,2013 Jun,1.928,N/A
Peaches,2013,07,2013 Jul,1.600,N/A
Peaches,2013,08,2013 Aug,1.551,N/A
Peaches,2013,09,2013 Sep,1.616,-16.2
Peaches,2014,06,2014 Jun,2.238,N/A
Peaches,2014,07,2014 Jul,1.971,N/A
Peaches,2014,08,2014 Aug,1.799,N/A
Peaches,2014,09,2014 Sep,1.760,-21.4
Peaches,2015,06,2015 Jun,2.069,N/A
Peaches,2015,07,2015 Jul,1.701,N/A
Peaches,2015,08,2015 Aug,1.701,N/A
Peaches,2015,09,2015 Sep,1.762,-14.8
Peaches,2016,06,2016 Jun,1.908,N/A
Peaches,2016,07,2016 Jul,1.711,N/A
Peaches,2016,08,2016 Aug,1.712,N/A
Peaches,2016,09,2016 Sep,1.797,-5.8
Peaches,2017,06,2017 Jun,2.058,N/A
Peaches,2017,07,2017 Jul,2.084,N/A
Peaches,2017,08,2017 Aug,1.952,N/A
Peaches,2017,09,2017 Sep,1.986,-3.5
Peaches,2018,06,2018 Jun,2.167,N/A
Peaches,2018,07,2018 Jul,2.080,N/A
Peaches,2018,08,2018 Aug,2.060,N/A
Peaches,2018,09,2018 Sep,2.008,-7.3
Peaches,2019,06,2019 Jun,2.134,N/A
Peaches,2019,07,2019 Jul,2.143,N/A
Peaches,2019,08,2019 Aug,1.943,N/A
Peaches,2019,09,2019 Sep,2.050,-3.9
Peaches,2020,08,2020 Aug,2.088,N/A
Strawberries,2008,01,2008 Jan,3.024,32.4
Strawberries,2008,02,2008 Feb,2.821,1.5
Strawberries,2008,03,2008 Mar,2.073,-32.5
Strawberries,2008,04,2008 Apr,1.777,-41.2
Strawberries,2008,05,2008 May,1.831,-35.1
Strawberries,2008,06,2008 Jun,1.908,-8.0
Strawberries,2008,07,2008 Jul,1.880,5.8
Strawberries,2008,08,2008 Aug,2.085,13.9
Strawberries,2008,09,2008 Sep,2.177,14.1
Strawberries,2008,10,2008 Oct,2.320,23.4
Strawberries,2008,11,2008 Nov,2.547,22.2
Strawberries,2008,12,2008 Dec,3.009,38.2
Strawberries,2009,01,2009 Jan,2.613,12.6
Strawberries,2009,02,2009 Feb,2.447,-3.9
Strawberries,2009,03,2009 Mar,2.070,-31.2
Strawberries,2009,04,2009 Apr,1.849,-29.2
Strawberries,2009,05,2009 May,1.724,-29.5
Strawberries,2009,06,2009 Jun,1.695,-18.1
Strawberries,2009,07,2009 Jul,1.639,-11.4
Strawberries,2009,08,2009 Aug,1.788,3.7
Strawberries,2009,09,2009 Sep,1.887,11.3
Strawberries,2009,10,2009 Oct,2.102,28.2
Strawberries,2009,11,2009 Nov,2.641,47.7
Strawberries,2009,12,2009 Dec,2.721,44.2
Strawberries,2010,01,2010 Jan,2.854,35.8
Strawberries,2010,02,2010 Feb,2.700,2.2
Strawberries,2010,03,2010 Mar,2.194,-19.4
Strawberries,2010,04,2010 Apr,1.667,-41.6
Strawberries,2010,05,2010 May,1.753,-35.1
Strawberries,2010,06,2010 Jun,1.734,-21.0
Strawberries,2010,07,2010 Jul,1.675,0.5
Strawberries,2010,08,2010 Aug,1.839,4.9
Strawberries,2010,09,2010 Sep,1.896,9.3
Strawberries,2010,10,2010 Oct,2.095,25.1
Strawberries,2010,11,2010 Nov,2.746,49.3
Strawberries,2010,12,2010 Dec,3.073,62.1
Strawberries,2011,01,2011 Jan,3.003,43.3
Strawberries,2011,02,2011 Feb,2.417,-12.0
Strawberries,2011,03,2011 Mar,1.994,-35.1
Strawberries,2011,04,2011 Apr,1.816,-39.5
Strawberries,2011,05,2011 May,1.677,-30.6
Strawberries,2011,06,2011 Jun,1.613,-19.1
Strawberries,2011,07,2011 Jul,1.618,-10.9
Strawberries,2011,08,2011 Aug,1.794,7.0
Strawberries,2011,09,2011 Sep,1.983,22.9
Strawberries,2011,10,2011 Oct,2.060,27.3
Strawberries,2011,11,2011 Nov,2.444,36.2
Strawberries,2011,12,2011 Dec,2.485,25.3
Strawberries,2012,01,2012 Jan,2.225,8.0
Strawberries,2012,02,2012 Feb,2.041,-16.5
Strawberries,2012,03,2012 Mar,1.893,-23.8
Strawberries,2012,04,2012 Apr,1.807,-18.8
Strawberries,2012,05,2012 May,1.653,-19.0
Strawberries,2012,06,2012 Jun,1.706,-9.9
Strawberries,2012,07,2012 Jul,1.594,-11.8
Strawberries,2012,08,2012 Aug,1.709,3.4
Strawberries,2012,09,2012 Sep,1.936,13.5
Strawberries,2012,10,2012 Oct,2.015,26.4
Strawberries,2012,11,2012 Nov,2.455,43.7
Strawberries,2012,12,2012 Dec,2.876,48.6
Strawberries,2013,01,2013 Jan,2.152,6.8
Strawberries,2013,02,2013 Feb,1.895,-22.8
Strawberries,2013,03,2013 Mar,1.991,-30.8
Strawberries,2013,04,2013 Apr,1.784,-17.1
Strawberries,2013,05,2013 May,1.647,-13.1
Strawberries,2013,06,2013 Jun,1.686,-15.3
Strawberries,2013,07,2013 Jul,1.691,-5.2
Strawberries,2013,08,2013 Aug,1.917,16.4
Strawberries,2013,09,2013 Sep,2.132,26.5
Strawberries,2013,11,2013 Nov,2.500,30.4
Strawberries,2013,12,2013 Dec,2.865,34.4
Strawberries,2014,01,2014 Jan,2.639,N/A
Strawberries,2014,02,2014 Feb,2.112,-15.5
Strawberries,2014,03,2014 Mar,1.771,-38.2
Strawberries,2014,04,2014 Apr,1.713,-35.1
Strawberries,2014,05,2014 May,1.892,-10.4
Strawberries,2014,06,2014 Jun,1.838,3.8
Strawberries,2014,07,2014 Jul,1.868,9.0
Strawberries,2014,08,2014 Aug,1.968,4.0
Strawberries,2014,09,2014 Sep,2.578,40.3
Strawberries,2014,10,2014 Oct,2.677,43.3
Strawberries,2014,11,2014 Nov,2.846,44.6
Strawberries,2014,12,2014 Dec,3.563,38.2
Strawberries,2015,01,2015 Jan,2.454,-8.3
Strawberries,2015,02,2015 Feb,2.090,-26.6
Strawberries,2015,03,2015 Mar,1.664,-53.3
Strawberries,2015,04,2015 Apr,1.852,-24.5
Strawberries,2015,05,2015 May,2.087,-0.1
Strawberries,2015,06,2015 Jun,1.735,4.3
Strawberries,2015,07,2015 Jul,1.798,-2.9
Strawberries,2015,08,2015 Aug,2.283,9.4
Strawberries,2015,09,2015 Sep,2.385,37.5
Strawberries,2015,10,2015 Oct,2.523,40.3
Strawberries,2015,12,2015 Dec,3.502,46.8
Strawberries,2016,01,2016 Jan,2.920,15.7
Strawberries,2016,02,2016 Feb,3.149,N/A
Strawberries,2016,03,2016 Mar,2.031,-42.0
Strawberries,2016,04,2016 Apr,2.152,-26.3
Strawberries,2016,05,2016 May,2.252,-28.5
Strawberries,2016,06,2016 Jun,1.924,-5.3
Strawberries,2016,07,2016 Jul,1.942,-9.8
Strawberries,2016,08,2016 Aug,2.169,-3.7
Strawberries,2016,09,2016 Sep,2.021,5.0
Strawberries,2016,10,2016 Oct,2.216,14.1
Strawberries,2016,11,2016 Nov,3.165,45.9
Strawberries,2016,12,2016 Dec,3.282,62.4
Strawberries,2017,01,2017 Jan,2.612,17.9
Strawberries,2017,02,2017 Feb,2.367,-25.2
Strawberries,2017,03,2017 Mar,2.318,-29.4
Strawberries,2017,04,2017 Apr,2.204,-15.6
Strawberries,2017,05,2017 May,2.060,-13.0
Strawberries,2017,06,2017 Jun,1.952,-15.8
Strawberries,2017,07,2017 Jul,2.036,-7.6
Strawberries,2017,08,2017 Aug,1.979,-3.9
Strawberries,2017,09,2017 Sep,2.256,15.6
Strawberries,2017,10,2017 Oct,2.335,14.7
Strawberries,2017,11,2017 Nov,2.863,44.7
Strawberries,2017,12,2017 Dec,3.089,36.9
Strawberries,2018,01,2018 Jan,2.872,23.0
Strawberries,2018,02,2018 Feb,2.492,-13.0
Strawberries,2018,03,2018 Mar,2.227,-27.9
Strawberries,2018,04,2018 Apr,2.475,-13.8
Strawberries,2018,05,2018 May,2.079,-16.6
Strawberries,2018,06,2018 Jun,1.938,-13.0
Strawberries,2018,07,2018 Jul,2.007,-18.9
Strawberries,2018,08,2018 Aug,2.004,-3.6
Strawberries,2018,09,2018 Sep,2.147,10.8
Strawberries,2018,10,2018 Oct,2.216,10.4
Strawberries,2018,11,2018 Nov,2.502,24.9
Strawberries,2018,12,2018 Dec,3.166,47.5
Strawberries,2019,01,2019 Jan,3.279,48.0
Strawberries,2019,02,2019 Feb,2.872,14.8
Strawberries,2019,03,2019 Mar,2.475,-21.8
Strawberries,2019,04,2019 Apr,2.504,-23.6
Strawberries,2019,05,2019 May,1.972,-31.3
Strawberries,2019,06,2019 Jun,2.066,-16.5
Strawberries,2019,07,2019 Jul,2.111,-15.7
Strawberries,2019,08,2019 Aug,2.010,1.9
Strawberries,2019,09,2019 Sep,2.153,4.2
Strawberries,2019,10,2019 Oct,2.402,13.8
Strawberries,2019,11,2019 Nov,2.604,29.6
Strawberries,2019,12,2019 Dec,3.096,43.8
Strawberries,2020,01,2020 Jan,2.884,20.1
Strawberries,2020,02,2020 Feb,2.558,-1.8
Strawberries,2020,03,2020 Mar,2.367,-23.5
Strawberries,2020,05,2020 May,2.174,-15.0
Strawberries,2020,06,2020 Jun,2.020,-14.7
Strawberries,2020,07,2020 Jul,2.020,N/A
Strawberries,2020,08,2020 Aug,2.214,1.8
Strawberries,2020,09,2020 Sep,2.234,10.6
Strawberries,2020,10,2020 Oct,2.745,35.9
Strawberries,2020,11,2020 Nov,2.934,32.5
Strawberries,2020,12,2020 Dec,3.290,47.3
Strawberries,2021,01,2021 Jan,3.044,10.9
Strawberries,2021,02,2021 Feb,2.893,-1.4
Strawberries,2021,03,2021 Mar,2.700,-17.9
Strawberries,2021,04,2021 Apr,2.803,-7.9
Strawberries,2021,05,2021 May,2.648,-8.5
Strawberries,2021,06,2021 Jun,2.318,-14.1
Strawberries,2021,07,2021 Jul,2.256,-19.5
Strawberries,2021,08,2021 Aug,2.434,-8.1
Strawberries,2021,09,2021 Sep,2.454,5.9
Strawberries,2021,10,2021 Oct,2.687,19.1
Strawberries,2021,11,2021 Nov,3.079,26.5
Strawberries,2022,01,2022 Jan,3.106,15.6
Strawberries,2022,02,2022 Feb,3.045,-1.1
Strawberries,2022,03,2022 Mar,2.711,N/A
Strawberries,2022,04,2022 Apr,2.777,-10.6
Strawberries,2022,05,2022 May,2.438,-19.9
Strawberries,2022,06,2022 Jun,2.317,-14.5
Strawberries,2022,07,2022 Jul,2.208,-20.5
Strawberries,2022,08,2022 Aug,2.558,4.9
Strawberries,2022,09,2022 Sep,2.782,20.1
Strawberries,2022,10,2022 Oct,3.108,40.8
Strawberries,2022,11,2022 Nov,3.631,41.9
Strawberries,2022,12,2022 Dec,3.856,38.6
Strawberries,2023,01,2023 Jan,3.467,11.6
Strawberries,2023,02,2023 Feb,3.169,-12.7
Strawberries,2023,03,2023 Mar,2.649,-31.3
Strawberries,2023,04,2023 Apr,2.894,-16.5
Strawberries,2023,05,2023 May,2.668,-15.8
Strawberries,2023,06,2023 Jun,2.499,-5.7
Strawberries,2023,07,2023 Jul,2.421,-16.3
Strawberries,2023,08,2023 Aug,2.609,-2.2
Strawberries,2023,09,2023 Sep,2.628,5.2
Grapes,2008,01,2008 Jan,3.411,61.4
Grapes,2008,02,2008 Feb,2.219,-18.4
Grapes,2008,03,2008 Mar,1.936,N/A
Grapes,2008,04,2008 Apr,2.282,-33.1
Grapes,2008,05,2008 May,2.530,14.0
Grapes,2008,06,2008 Jun,2.062,6.5
Grapes,2008,07,2008 Jul,1.875,-17.8
Grapes,2008,08,2008 Aug,1.800,-28.9
Grapes,2008,09,2008 Sep,1.707,-17.2
Grapes,2008,10,2008 Oct,1.972,5.2
Grapes,2008,11,2008 Nov,2.289,27.2
Grapes,2008,12,2008 Dec,2.459,44.1
Grapes,2009,01,2009 Jan,2.169,10.0
Grapes,2009,02,2009 Feb,1.987,-13.2
Grapes,2009,03,2009 Mar,1.803,-26.7
Grapes,2009,04,2009 Apr,1.894,-12.7
Grapes,2009,05,2009 May,2.431,22.3
Grapes,2009,06,2009 Jun,2.190,21.5
Grapes,2009,07,2009 Jul,1.915,1.1
Grapes,2009,08,2009 Aug,1.615,-33.6
Grapes,2009,09,2009 Sep,1.638,-25.2
Grapes,2009,10,2009 Oct,2.009,4.9
Grapes,2009,11,2009 Nov,2.523,56.2
Grapes,2009,12,2009 Dec,3.137,91.5
Grapes,2010,01,2010 Jan,3.070,52.8
Grapes,2010,02,2010 Feb,2.236,-11.4
Grapes,2010,03,2010 Mar,2.526,-19.5
Grapes,2010,04,2010 Apr,2.070,-32.6
Grapes,2010,05,2010 May,2.486,11.2
Grapes,2010,06,2010 Jun,2.081,-17.6
Grapes,2010,07,2010 Jul,1.618,-21.8
Grapes,2010,08,2010 Aug,1.489,-40.1
Grapes,2010,09,2010 Sep,1.622,-22.1
Grapes,2010,10,2010 Oct,1.805,11.6
Grapes,2010,11,2010 Nov,2.295,54.1
Grapes,2010,12,2010 Dec,2.871,77.0
Grapes,2011,01,2011 Jan,3.002,66.3
Grapes,2011,02,2011 Feb,2.393,4.3
Grapes,2011,03,2011 Mar,2.209,-23.1
Grapes,2011,04,2011 Apr,2.196,-26.8
Grapes,2011,05,2011 May,2.828,18.2
Grapes,2011,06,2011 Jun,2.378,7.7
Grapes,2011,07,2011 Jul,2.452,11.7
Grapes,2011,08,2011 Aug,2.033,-28.1
Grapes,2011,09,2011 Sep,1.849,-22.2
Grapes,2011,10,2011 Oct,2.079,-15.2
Grapes,2011,11,2011 Nov,2.347,15.4
Grapes,2011,12,2011 Dec,2.860,54.7
Grapes,2012,01,2012 Jan,2.648,27.4
Grapes,2012,02,2012 Feb,2.294,-2.3
Grapes,2012,03,2012 Mar,2.151,-24.8
Grapes,2012,04,2012 Apr,2.687,1.5
Grapes,2012,05,2012 May,3.054,33.1
Grapes,2012,06,2012 Jun,2.617,21.7
Grapes,2012,07,2012 Jul,2.268,-15.6
Grapes,2012,08,2012 Aug,1.961,-35.8
Grapes,2012,09,2012 Sep,1.988,-24.0
Grapes,2012,10,2012 Oct,2.340,3.2
Grapes,2012,11,2012 Nov,2.758,40.6
Grapes,2012,12,2012 Dec,3.085,55.2
Grapes,2013,01,2013 Jan,3.035,29.7
Grapes,2013,02,2013 Feb,3.148,14.1
Grapes,2013,03,2013 Mar,2.413,-21.8
Grapes,2013,04,2013 Apr,2.452,-19.2
Grapes,2013,05,2013 May,3.008,-4.4
Grapes,2013,06,2013 Jun,2.533,5.0
Grapes,2013,07,2013 Jul,2.193,-10.6
Grapes,2013,08,2013 Aug,1.821,-39.5
Grapes,2013,09,2013 Sep,1.847,-27.1
Grapes,2013,11,2013 Nov,2.412,32.5
Grapes,2013,12,2013 Dec,2.568,39.0
Grapes,2014,01,2014 Jan,2.807,N/A
Grapes,2014,02,2014 Feb,2.872,19.1
Grapes,2014,03,2014 Mar,2.694,4.9
Grapes,2014,04,2014 Apr,3.059,9.0
Grapes,2014,05,2014 May,3.158,10.0
Grapes,2014,06,2014 Jun,2.465,-8.5
Grapes,2014,07,2014 Jul,2.356,-23.0
Grapes,2014,08,2014 Aug,2.132,-32.5
Grapes,2014,09,2014 Sep,2.173,-11.8
Grapes,2014,10,2014 Oct,2.429,3.1
Grapes,2014,11,2014 Nov,2.568,20.5
Grapes,2014,12,2014 Dec,2.959,36.2
Grapes,2015,01,2015 Jan,3.209,32.1
Grapes,2015,02,2015 Feb,3.006,17.1
Grapes,2015,03,2015 Mar,2.653,-10.3
Grapes,2015,04,2015 Apr,2.737,-14.7
Grapes,2015,05,2015 May,3.001,-0.2
Grapes,2015,06,2015 Jun,2.515,-5.2
Grapes,2015,07,2015 Jul,2.328,-14.9
Grapes,2015,08,2015 Aug,2.100,-30.0
Grapes,2015,09,2015 Sep,2.130,-15.3
Grapes,2015,10,2015 Oct,2.160,-7.2
Grapes,2015,11,2015 Nov,2.424,15.4
Grapes,2015,12,2015 Dec,2.833,33.0
Grapes,2016,01,2016 Jan,3.535,63.7
Grapes,2016,02,2016 Feb,3.614,49.1
Grapes,2016,03,2016 Mar,3.016,6.5
Grapes,2016,04,2016 Apr,2.810,-20.5
Grapes,2016,05,2016 May,3.411,-5.6
Grapes,2016,06,2016 Jun,2.654,-12.0
Grapes,2016,07,2016 Jul,2.359,-16.0
Grapes,2016,08,2016 Aug,2.155,-36.8
Grapes,2016,09,2016 Sep,2.061,-22.3
Grapes,2016,10,2016 Oct,2.145,-9.1
Grapes,2016,11,2016 Nov,2.455,13.9
Grapes,2016,12,2016 Dec,2.878,39.6
Grapes,2017,01,2017 Jan,3.238,51.0
Grapes,2017,02,2017 Feb,2.836,15.5
Grapes,2017,03,2017 Mar,2.562,-11.0
Grapes,2017,04,2017 Apr,3.117,-3.7
Grapes,2017,05,2017 May,3.331,17.5
Grapes,2017,06,2017 Jun,2.489,-2.8
Grapes,2017,07,2017 Jul,2.420,-22.4
Grapes,2017,08,2017 Aug,2.213,-33.6
Grapes,2017,09,2017 Sep,2.185,-12.2
Grapes,2017,10,2017 Oct,2.302,-4.9
Grapes,2017,11,2017 Nov,2.389,8.0
Grapes,2017,12,2017 Dec,2.606,19.3
Grapes,2018,01,2018 Jan,3.023,31.3
Grapes,2018,02,2018 Feb,2.900,21.4
Grapes,2018,03,2018 Mar,2.602,-0.2
Grapes,2018,04,2018 Apr,2.817,-6.8
Grapes,2018,05,2018 May,3.136,8.1
Grapes,2018,06,2018 Jun,2.829,8.7
Grapes,2018,07,2018 Jul,2.774,-1.5
Grapes,2018,08,2018 Aug,2.282,-27.2
Grapes,2018,09,2018 Sep,2.208,-22.0
Grapes,2018,10,2018 Oct,2.088,-24.7
Grapes,2018,11,2018 Nov,2.060,-9.7
Grapes,2018,12,2018 Dec,2.283,3.4
Grapes,2019,01,2019 Jan,2.589,24.0
Grapes,2019,02,2019 Feb,2.763,34.1
Grapes,2019,03,2019 Mar,2.746,20.3
Grapes,2019,04,2019 Apr,2.919,12.7
Grapes,2019,05,2019 May,3.123,13.0
Grapes,2019,06,2019 Jun,2.675,-2.6
Grapes,2019,07,2019 Jul,2.150,-26.3
Grapes,2019,08,2019 Aug,2.023,-35.2
Grapes,2019,09,2019 Sep,1.919,-28.3
