Series ID,Year,Period,Label,Value,3---onth % Change
Grapes,2019,10,2019 Oct,1.954,-9.1
Grapes,2019,11,2019 Nov,2.097,3.7
Grapes,2019,12,2019 Dec,2.386,24.3
Grapes,2020,01,2020 Jan,2.751,40.8
Grapes,2020,02,2020 Feb,2.572,22.7
Grapes,2020,03,2020 Mar,2.519,5.6
Grapes,2020,06,2020 Jun,2.117,-16.0
Grapes,2020,07,2020 Jul,2.121,N/A
Grapes,2020,08,2020 Aug,2.183,N/A
Grapes,2020,09,2020 Sep,1.955,-7.7
Grapes,2020,10,2020 Oct,2.183,2.9
Grapes,2020,11,2020 Nov,2.229,2.1
Grapes,2020,12,2020 Dec,2.204,12.7
Grapes,2021,01,2021 Jan,2.501,14.6
Grapes,2021,02,2021 Feb,2.503,12.3
Grapes,2021,03,2021 Mar,2.602,18.1
Grapes,2021,06,2021 Jun,2.754,5.8
Grapes,2021,07,2021 Jul,2.177,N/A
Grapes,2021,08,2021 Aug,2.326,N/A
Grapes,2021,09,2021 Sep,2.359,-14.3
Cherries,2008,06,2008 Jun,3.716,N/A
Cherries,2008,07,2008 Jul,3.723,N/A
Cherries,2009,01,2009 Jan,3.881,N/A
Cherries,2009,06,2009 Jun,3.252,N/A
Cherries,2009,07,2009 Jul,2.348,N/A
Cherries,2009,08,2009 Aug,2.472,N/A
Cherries,2010,06,2010 Jun,3.291,N/A
Cherries,2010,07,2010 Jul,3.117,N/A
Cherries,2010,08,2010 Aug,3.314,N/A
Cherries,2011,06,2011 Jun,3.828,N/A
Cherries,2011,07,2011 Jul,3.433,N/A
Cherries,2011,08,2011 Aug,2.953,N/A
Cherries,2012,06,2012 Jun,3.946,N/A
Cherries,2012,07,2012 Jul,2.923,N/A
Cherries,2012,08,2012 Aug,2.997,N/A
Cherries,2013,06,2013 Jun,4.495,N/A
Cherries,2013,07,2013 Jul,3.745,N/A
Cherries,2013,08,2013 Aug,3.904,N/A
Cherries,2015,06,2015 Jun,3.885, N/A
Cherries,2015,07,2015 Jul,3.315,N/A
Cherries,2016,06,2016 Jun,3.828,N/A
Cherries,2016,07,2016 Jul,3.104,N/A
Cherries,2017,06,2017 Jun,4.534,N/A
Cherries,2017,07,2017 Jul,3.392,N/A
Cherries,2017,08,2017 Aug,3.388,N/A
Cherries,2018,06,2018 Jun,4.696,N/A
Cherries,2018,07,2018 Jul,3.700,N/A
Cherries,2019,06,2019 Jun,4.647,N/A
Cherries,2019,07,2019 Jul,3.229,N/A
Lettuce--iceberg,2008,01,2008 Jan,0.950,-10.9
Lettuce--iceberg,2008,02,2008 Feb,0.895,-9.4
Lettuce--iceberg,2008,03,2008 Mar,0.873,-8.0
Lettuce--iceberg,2008,04,2008 Apr,0.902,-5.1
Lettuce--iceberg,2008,05,2008 May,0.868,-3.0
Lettuce--iceberg,2008,06,2008 Jun,0.860,-1.5
Lettuce--iceberg,2008,07,2008 Jul,0.875,-3.0
Lettuce--iceberg,2008,08,2008 Aug,0.878,1.2
Lettuce--iceberg,2008,09,2008 Sep,0.906,5.3
Lettuce--iceberg,2008,10,2008 Oct,1.001,14.4
Lettuce--iceberg,2008,11,2008 Nov,0.979,11.5
Lettuce--iceberg,2008,12,2008 Dec,0.877,-3.2
Lettuce--iceberg,2009,01,2009 Jan,0.944,-5.7
Lettuce--iceberg,2009,02,2009 Feb,0.930,-5.0
Lettuce--iceberg,2009,03,2009 Mar,0.875,-0.2
Lettuce--iceberg,2009,04,2009 Apr,0.907,-3.9
Lettuce--iceberg,2009,05,2009 May,0.887,-4.6
Lettuce--iceberg,2009,06,2009 Jun,0.876,0.1
Lettuce--iceberg,2009,07,2009 Jul,0.855,-5.7
Lettuce--iceberg,2009,08,2009 Aug,0.842,-5.1
Lettuce--iceberg,2009,09,2009 Sep,0.805,-8.1
Lettuce--iceberg,2009,10,2009 Oct,0.844,-1.3
Lettuce--iceberg,2009,11,2009 Nov,1.009,19.8
Lettuce--iceberg,2009,12,2009 Dec,1.186,47.3
Lettuce--iceberg,2010,01,2010 Jan,0.896,6.2
Lettuce--iceberg,2010,02,2010 Feb,0.839,-16.8
Lettuce--iceberg,2010,03,2010 Mar,0.858,-27.7
Lettuce--iceberg,2010,04,2010 Apr,0.830,-7.4
Lettuce--iceberg,2010,05,2010 May,0.837,-0.2
Lettuce--iceberg,2010,06,2010 Jun,0.887,3.4
Lettuce--iceberg,2010,07,2010 Jul,0.853,2.8
Lettuce--iceberg,2010,08,2010 Aug,0.839,0.2
Lettuce--iceberg,2010,09,2010 Sep,0.830,-6.4
Lettuce--iceberg,2010,10,2010 Oct,0.870,2.0
Lettuce--iceberg,2010,11,2010 Nov,0.965,15.0
Lettuce--iceberg,2010,12,2010 Dec,0.992,19.5
Lettuce--iceberg,2011,01,2011 Jan,0.940,8.0
Lettuce--iceberg,2011,02,2011 Feb,1.142,18.3
Lettuce--iceberg,2011,03,2011 Mar,1.277,28.7
Lettuce--iceberg,2011,04,2011 Apr,1.057,12.4
Lettuce--iceberg,2011,05,2011 May,0.962,-15.8
Lettuce--iceberg,2011,06,2011 Jun,0.967,-24.3
Lettuce--iceberg,2011,07,2011 Jul,0.897,-15.1
Lettuce--iceberg,2011,08,2011 Aug,0.902,-6.2
Lettuce--iceberg,2011,09,2011 Sep,0.899,-7.0
Lettuce--iceberg,2011,10,2011 Oct,0.915,2.0
Lettuce--iceberg,2011,11,2011 Nov,0.961,6.5
Lettuce--iceberg,2011,12,2011 Dec,0.947,5.3
Lettuce--iceberg,2012,01,2012 Jan,0.942,3.0
Lettuce--iceberg,2012,02,2012 Feb,0.798,-17.0
Lettuce--iceberg,2012,03,2012 Mar,0.805,-15.0
Lettuce--iceberg,2012,04,2012 Apr,0.783,-16.9
Lettuce--iceberg,2012,05,2012 May,0.826,3.5
Lettuce--iceberg,2012,06,2012 Jun,0.904,12.3
Lettuce--iceberg,2012,07,2012 Jul,0.860,9.8
Lettuce--iceberg,2012,08,2012 Aug,0.878,6.3
Lettuce--iceberg,2012,09,2012 Sep,0.892,-1.3
Lettuce--iceberg,2012,10,2012 Oct,0.835,-2.9
Lettuce--iceberg,2012,11,2012 Nov,0.893,1.7
Lettuce--iceberg,2012,12,2012 Dec,0.868,-2.7
Lettuce--iceberg,2013,01,2013 Jan,1.002,20.0
Lettuce--iceberg,2013,02,2013 Feb,1.096,22.7
Lettuce--iceberg,2013,03,2013 Mar,1.195,37.7
Lettuce--iceberg,2013,04,2013 Apr,0.972,-3.0
Lettuce--iceberg,2013,05,2013 May,0.924,-15.7
Lettuce--iceberg,2013,06,2013 Jun,0.929,-22.3
Lettuce--iceberg,2013,07,2013 Jul,0.930,-4.3
Lettuce--iceberg,2013,08,2013 Aug,1.077,16.6
Lettuce--iceberg,2013,09,2013 Sep,0.980,5.5
Lettuce--iceberg,2013,11,2013 Nov,1.066,-1.0
Lettuce--iceberg,2013,12,2013 Dec,0.990,1.0
Lettuce--iceberg,2014,01,2014 Jan,0.924,N/A
Lettuce--iceberg,2014,02,2014 Feb,0.919,-13.8
Lettuce--iceberg,2014,03,2014 Mar,0.926,-6.5
Lettuce--iceberg,2014,04,2014 Apr,0.896,-3.0
Lettuce--iceberg,2014,05,2014 May,0.993,8.1
Lettuce--iceberg,2014,06,2014 Jun,1.121,21.1
Lettuce--iceberg,2014,07,2014 Jul,1.108,23.7
Lettuce--iceberg,2014,08,2014 Aug,1.111,11.9
Lettuce--iceberg,2014,09,2014 Sep,1.139,1.6
Lettuce--iceberg,2014,10,2014 Oct,1.125,1.5
Lettuce--iceberg,2014,11,2014 Nov,1.264,13.8
Lettuce--iceberg,2014,12,2014 Dec,1.107,-2.8
Lettuce--iceberg,2015,01,2015 Jan,1.174,4.4
Lettuce--iceberg,2015,02,2015 Feb,1.138,-10.0
Lettuce--iceberg,2015,03,2015 Mar,1.050,-5.1
Lettuce--iceberg,2015,04,2015 Apr,0.993,-15.4
Lettuce--iceberg,2015,05,2015 May,1.055,-7.3
Lettuce--iceberg,2015,06,2015 Jun,1.074,2.3
Lettuce--iceberg,2015,07,2015 Jul,1.049,5.6
Lettuce--iceberg,2015,08,2015 Aug,1.096,3.9
Lettuce--iceberg,2015,09,2015 Sep,1.223,13.9
Lettuce--iceberg,2015,10,2015 Oct,1.245,18.7
Lettuce--iceberg,2015,11,2015 Nov,1.361,24.2
Lettuce--iceberg,2015,12,2015 Dec,1.480,21.0
Lettuce--iceberg,2016,01,2016 Jan,1.417,13.8
Lettuce--iceberg,2016,02,2016 Feb,1.213,-10.9
Lettuce--iceberg,2016,03,2016 Mar,1.065,-28.0
Lettuce--iceberg,2016,04,2016 Apr,1.018,-28.2
Lettuce--iceberg,2016,05,2016 May,1.089,-10.2
Lettuce--iceberg,2016,06,2016 Jun,1.015,-4.7
Lettuce--iceberg,2016,07,2016 Jul,0.995,-2.3
Lettuce--iceberg,2016,08,2016 Aug,0.994,-8.7
Lettuce--iceberg,2016,09,2016 Sep,0.950,-6.4
Lettuce--iceberg,2016,10,2016 Oct,0.949,-4.6
Lettuce--iceberg,2016,11,2016 Nov,1.042,4.8
Lettuce--iceberg,2016,12,2016 Dec,1.016,6.9
Lettuce--iceberg,2017,01,2017 Jan,0.985,3.8
Lettuce--iceberg,2017,02,2017 Feb,1.045,0.3
Lettuce--iceberg,2017,03,2017 Mar,1.025,0.9
Lettuce--iceberg,2017,04,2017 Apr,1.231,25.0
Lettuce--iceberg,2017,05,2017 May,1.151,10.1
Lettuce--iceberg,2017,06,2017 Jun,1.011,-1.4
Lettuce--iceberg,2017,07,2017 Jul,0.957,-22.3
Lettuce--iceberg,2017,08,2017 Aug,0.938,-18.5
Lettuce--iceberg,2017,09,2017 Sep,0.943,-6.7
Lettuce--iceberg,2017,10,2017 Oct,1.014,6.0
Lettuce--iceberg,2017,11,2017 Nov,1.044,11.3
Lettuce--iceberg,2017,12,2017 Dec,1.008,6.9
Lettuce--iceberg,2018,01,2018 Jan,0.922,-9.1
Lettuce--iceberg,2018,02,2018 Feb,0.894,-14.4
Lettuce--iceberg,2018,03,2018 Mar,0.889,-11.8
Lettuce--iceberg,2018,04,2018 Apr,0.906,-1.7
Lettuce--iceberg,2018,05,2018 May,0.968,8.3
Lettuce--iceberg,2018,06,2018 Jun,0.890,0.1
Lettuce--iceberg,2018,07,2018 Jul,0.903,-0.3
Lettuce--iceberg,2018,08,2018 Aug,0.913,-5.7
Lettuce--iceberg,2018,09,2018 Sep,0.876,-1.6
Lettuce--iceberg,2018,10,2018 Oct,0.910,0.8
Lettuce--iceberg,2018,11,2018 Nov,1.007,10.3
Lettuce--iceberg,2018,12,2018 Dec,1.250,42.7
Lettuce--iceberg,2019,01,2019 Jan,1.161,27.6
Lettuce--iceberg,2019,02,2019 Feb,1.114,10.6
Lettuce--iceberg,2019,03,2019 Mar,1.301,4.1
Lettuce--iceberg,2019,04,2019 Apr,1.213,4.5
Lettuce--iceberg,2019,05,2019 May,1.108,-0.5
Lettuce--iceberg,2019,06,2019 Jun,1.083,-16.8
Lettuce--iceberg,2019,07,2019 Jul,1.207,-0.5
Lettuce--iceberg,2019,08,2019 Aug,1.143,3.2
Lettuce--iceberg,2019,09,2019 Sep,1.107,2.2
Lettuce--iceberg,2019,10,2019 Oct,1.134,-6.0
Lettuce--iceberg,2019,11,2019 Nov,1.337,17.0
Lettuce--iceberg,2019,12,2019 Dec,1.304,17.8
Lettuce--iceberg,2020,01,2020 Jan,1.341,18.3
Lettuce--iceberg,2020,02,2020 Feb,1.248,-6.7
Lettuce--iceberg,2023,05,2023 May,1.700, N/A
Lettuce--iceberg,2023,06,2023 Jun,1.605,N/A
Lettuce--iceberg,2023,07,2023 Jul,1.666,N/A
Lettuce--iceberg,2023,08,2023 Aug,1.596,-6.1
Lettuce--iceberg,2023,09,2023 Sep,1.660,3.4
Tomatoes,2008,01,2008 Jan,2.032,23.2
Tomatoes,2008,02,2008 Feb,1.735,-6.3
Tomatoes,2008,03,2008 Mar,1.835,-14.5
Tomatoes,2008,04,2008 Apr,1.773,-12.7
Tomatoes,2008,05,2008 May,1.675,-3.5
Tomatoes,2008,06,2008 Jun,1.814,-1.1
Tomatoes,2008,07,2008 Jul,1.713,-3.4
Tomatoes,2008,08,2008 Aug,1.694,1.1
Tomatoes,2008,09,2008 Sep,1.591,-12.3
Tomatoes,2008,10,2008 Oct,1.611,-6.0
Tomatoes,2008,11,2008 Nov,1.722,1.7
Tomatoes,2008,12,2008 Dec,1.734,9.0
Tomatoes,2009,01,2009 Jan,1.661,3.1
Tomatoes,2009,02,2009 Feb,1.556,-9.6
Tomatoes,2009,03,2009 Mar,1.511,-12.9
Tomatoes,2009,04,2009 Apr,1.591,-4.2
Tomatoes,2009,05,2009 May,1.584,1.8
Tomatoes,2009,06,2009 Jun,1.604,6.2
Tomatoes,2009,07,2009 Jul,1.618,1.7
Tomatoes,2009,08,2009 Aug,1.528,-3.5
Tomatoes,2009,09,2009 Sep,1.538,-4.1
Tomatoes,2009,10,2009 Oct,1.595,-1.4
Tomatoes,2009,11,2009 Nov,1.726,13.0
Tomatoes,2009,12,2009 Dec,1.961,27.5
Tomatoes,2010,01,2010 Jan,1.837,15.2
Tomatoes,2010,02,2010 Feb,1.765,2.3
Tomatoes,2010,03,2010 Mar,2.007,2.3
Tomatoes,2010,04,2010 Apr,2.132,16.1
Tomatoes,2010,05,2010 May,1.918,8.7
Tomatoes,2010,06,2010 Jun,1.586,-21.0
Tomatoes,2010,07,2010 Jul,1.544,-27.6
Tomatoes,2010,08,2010 Aug,1.405,-26.7
Tomatoes,2010,09,2010 Sep,1.503,-5.2
Tomatoes,2010,10,2010 Oct,1.502,-2.7
Tomatoes,2010,11,2010 Nov,1.519,8.1
Tomatoes,2010,12,2010 Dec,1.591,5.9
Tomatoes,2011,01,2011 Jan,1.590,5.9
Tomatoes,2011,02,2011 Feb,1.832,20.6
Tomatoes,2011,03,2011 Mar,2.086,31.1
Tomatoes,2011,04,2011 Apr,2.270,42.8
Tomatoes,2011,05,2011 May,1.794,-2.1
Tomatoes,2011,06,2011 Jun,1.559,-25.3
Tomatoes,2011,07,2011 Jul,1.442,-36.5
Tomatoes,2011,08,2011 Aug,1.420,-20.8
Tomatoes,2011,09,2011 Sep,1.503,-3.6
Tomatoes,2011,10,2011 Oct,1.465,1.6
Tomatoes,2011,11,2011 Nov,1.516,6.8
Tomatoes,2011,12,2011 Dec,1.531,1.9
Tomatoes,2012,01,2012 Jan,1.542,5.3
Tomatoes,2012,02,2012 Feb,1.433,-5.5
Tomatoes,2012,03,2012 Mar,1.452,-5.2
Tomatoes,2012,04,2012 Apr,1.388,-10.0
Tomatoes,2012,05,2012 May,1.336,-6.8
Tomatoes,2012,06,2012 Jun,1.492,2.8
Tomatoes,2012,07,2012 Jul,1.506,8.5
Tomatoes,2012,08,2012 Aug,1.440,7.8
Tomatoes,2012,09,2012 Sep,1.384,-7.2
Tomatoes,2012,10,2012 Oct,1.443,-4.2
Tomatoes,2012,11,2012 Nov,1.469,2.0
Tomatoes,2012,12,2012 Dec,1.594,15.2
Tomatoes,2013,01,2013 Jan,1.545,7.1
Tomatoes,2013,02,2013 Feb,1.497,1.9
Tomatoes,2013,03,2013 Mar,1.493,-6.3
Tomatoes,2013,04,2013 Apr,1.460,-5.5
Tomatoes,2013,05,2013 May,1.454,-2.9
Tomatoes,2013,06,2013 Jun,1.470,-1.5
Tomatoes,2013,07,2013 Jul,1.430,-2.1
Tomatoes,2013,08,2013 Aug,1.509,3.8
Tomatoes,2013,09,2013 Sep,1.566,6.5
Tomatoes,2013,11,2013 Nov,1.700,12.7
Tomatoes,2013,12,2013 Dec,1.727,10.3
Tomatoes,2014,01,2014 Jan,1.702,N/A
Tomatoes,2014,02,2014 Feb,1.672,-1.6
Tomatoes,2014,03,2014 Mar,1.632,-5.5
Tomatoes,2014,04,2014 Apr,1.622,-4.7
Tomatoes,2014,05,2014 May,1.629,-2.6
Tomatoes,2014,06,2014 Jun,1.675,2.6
Tomatoes,2014,07,2014 Jul,1.633,0.7
Tomatoes,2014,08,2014 Aug,1.544,-5.2
Tomatoes,2014,09,2014 Sep,1.546,-7.7
Tomatoes,2014,10,2014 Oct,1.695,3.8
Tomatoes,2014,11,2014 Nov,1.948,26.2
Tomatoes,2014,12,2014 Dec,2.189,41.6
Tomatoes,2015,01,2015 Jan,2.089,23.2
Tomatoes,2015,02,2015 Feb,1.849,-5.1
Tomatoes,2015,03,2015 Mar,1.819,-16.9
Tomatoes,2015,04,2015 Apr,1.847,-11.6
Tomatoes,2015,05,2015 May,1.740,-5.9
Tomatoes,2015,06,2015 Jun,1.708,-6.1
Tomatoes,2015,07,2015 Jul,1.777,-3.8
Tomatoes,2015,08,2015 Aug,1.737,-0.2
Tomatoes,2015,09,2015 Sep,1.775,3.9
Tomatoes,2015,10,2015 Oct,1.844,3.8
Tomatoes,2015,11,2015 Nov,1.977,13.8
Tomatoes,2015,12,2015 Dec,1.932,8.8
Tomatoes,2016,01,2016 Jan,2.528,37.1
Tomatoes,2016,02,2016 Feb,2.316,17.1
Tomatoes,2016,03,2016 Mar,1.941,0.5
Tomatoes,2016,04,2016 Apr,1.862,-26.3
Tomatoes,2016,05,2016 May,1.695,-26.8
Tomatoes,2016,06,2016 Jun,1.709,-12.0
Tomatoes,2016,07,2016 Jul,1.635,-12.2
Tomatoes,2016,08,2016 Aug,1.685,-0.6
Tomatoes,2016,09,2016 Sep,1.786,4.5
Tomatoes,2016,10,2016 Oct,1.994,22.0
Tomatoes,2016,11,2016 Nov,1.984,17.7
Tomatoes,2016,12,2016 Dec,1.972,10.4
Tomatoes,2017,01,2017 Jan,2.048,2.7
Tomatoes,2017,02,2017 Feb,1.930,-2.7
Tomatoes,2017,03,2017 Mar,1.943,-1.5
Tomatoes,2017,04,2017 Apr,1.902,-7.1
Tomatoes,2017,05,2017 May,1.867,-3.3
Tomatoes,2017,06,2017 Jun,1.873,-3.6
Tomatoes,2017,07,2017 Jul,1.952,2.6
Tomatoes,2017,08,2017 Aug,1.846,-1.1
Tomatoes,2017,09,2017 Sep,1.828,-2.4
Tomatoes,2017,10,2017 Oct,1.813,-7.1
Tomatoes,2017,11,2017 Nov,1.933,4.7
Tomatoes,2017,12,2017 Dec,2.237,22.4
Tomatoes,2018,01,2018 Jan,2.336,28.8
Tomatoes,2018,02,2018 Feb,2.026,4.8
Tomatoes,2018,03,2018 Mar,1.868,-16.5
Tomatoes,2018,04,2018 Apr,1.802,-22.9
Tomatoes,2018,05,2018 May,1.675,-17.3
Tomatoes,2018,06,2018 Jun,1.706,-8.7
Tomatoes,2018,07,2018 Jul,1.887,4.7
Tomatoes,2018,08,2018 Aug,1.737,3.7
Tomatoes,2018,09,2018 Sep,1.826,7.0
Tomatoes,2018,10,2018 Oct,1.901,0.7
Tomatoes,2018,11,2018 Nov,2.057,18.4
Tomatoes,2018,12,2018 Dec,2.175,19.1
Tomatoes,2019,01,2019 Jan,2.227,17.1
Tomatoes,2019,02,2019 Feb,2.068,0.5
Tomatoes,2019,03,2019 Mar,2.079,-4.4
Tomatoes,2019,04,2019 Apr,1.947,-12.6
Tomatoes,2019,05,2019 May,1.823,-11.8
Tomatoes,2019,06,2019 Jun,1.812,-12.8
Tomatoes,2019,07,2019 Jul,1.799,-7.6
Tomatoes,2019,08,2019 Aug,1.864,2.2
Tomatoes,2019,09,2019 Sep,1.911,5.5
Tomatoes,2019,10,2019 Oct,1.779,-1.1
Tomatoes,2019,11,2019 Nov,1.903,2.1
Tomatoes,2019,12,2019 Dec,1.954,2.3
Tomatoes,2020,01,2020 Jan,2.221,24.8
Tomatoes,2020,02,2020 Feb,2.197,15.4
Tomatoes,2020,05,2020 May,1.851,-15.7
Tomatoes,2020,06,2020 Jun,1.922,N/A
Tomatoes,2020,07,2020 Jul,1.977,N/A
Tomatoes,2020,08,2020 Aug,1.874,1.2
Tomatoes,2020,09,2020 Sep,1.847,-3.9
Tomatoes,2020,10,2020 Oct,1.911,-3.3
Tomatoes,2020,11,2020 Nov,1.935,3.3
Tomatoes,2020,12,2020 Dec,1.893,2.5
Tomatoes,2021,01,2021 Jan,1.928,0.9
Tomatoes,2021,02,2021 Feb,1.838,-5.0
Tomatoes,2021,03,2021 Mar,1.768,-6.6
Tomatoes,2021,04,2021 Apr,1.786,-7.4
Tomatoes,2021,05,2021 May,1.804,-1.8
Tomatoes,2021,06,2021 Jun,1.830,3.5
Tomatoes,2021,07,2021 Jul,1.827,2.3
Tomatoes,2021,08,2021 Aug,1.858,3.0
Tomatoes,2021,09,2021 Sep,1.828,-0.1
Tomatoes,2021,10,2021 Oct,1.892,3.6
Tomatoes,2021,11,2021 Nov,1.924,3.6
Tomatoes,2021,12,2021 Dec,1.906,4.3
Tomatoes,2022,01,2022 Jan,1.892,0.0
Tomatoes,2022,02,2022 Feb,1.826,-5.1
Tomatoes,2022,03,2022 Mar,1.827,-4.1
Tomatoes,2022,04,2022 Apr,1.794,-5.2
Tomatoes,2022,05,2022 May,1.819,-0.4
Tomatoes,2022,06,2022 Jun,1.842,0.8
Tomatoes,2022,07,2022 Jul,1.842,2.7
Tomatoes,2022,08,2022 Aug,1.890,3.9
Tomatoes,2022,09,2022 Sep,1.901,3.2
Tomatoes,2022,10,2022 Oct,1.974,7.2
Tomatoes,2022,11,2022 Nov,2.107,11.5
Tomatoes,2022,12,2022 Dec,2.228,17.2
Tomatoes,2023,01,2023 Jan,2.110,6.9
Tomatoes,2023,02,2023 Feb,1.990,-5.6
Tomatoes,2023,03,2023 Mar,1.932,-13.3
Tomatoes,2023,04,2023 Apr,1.874,-11.2
Tomatoes,2023,05,2023 May,1.798,-9.6
Tomatoes,2023,06,2023 Jun,1.911,-1.1
Tomatoes,2023,07,2023 Jul,1.896,1.2
Tomatoes,2023,08,2023 Aug,1.877,4.4
Tomatoes,2023,09,2023 Sep,1.844,-3.5
Cabbages,2008,01,2008 Jan,0.626,0.0
Cabbages,2008,02,2008 Feb,0.583,-3.8
Cabbages,2008,03,2008 Mar,0.587,-4.2
Cabbages,2008,04,2008 Apr,0.595,-5.0
Cabbages,2008,05,2008 May,0.625,7.2
Cabbages,2008,06,2008 Jun,0.669,14.0
Cabbages,2008,07,2008 Jul,0.708,19.0
Cabbages,2008,08,2008 Aug,0.658,5.3
Cabbages,2008,09,2008 Sep,0.674,0.7
Cabbages,2008,10,2008 Oct,0.698,-1.4
Cabbages,2008,11,2008 Nov,0.619,-5.9
Cabbages,2008,12,2008 Dec,0.633,-6.1
Cabbages,2009,01,2009 Jan,0.596,-14.6
Cabbages,2009,02,2009 Feb,0.607,-1.9
Cabbages,2009,03,2009 Mar,0.571,-9.8
Cabbages,2009,04,2009 Apr,0.600,0.7
Cabbages,2009,05,2009 May,0.623,2.6
Cabbages,2009,06,2009 Jun,0.603,5.6
Cabbages,2009,07,2009 Jul,0.629,4.8
Cabbages,2009,08,2009 Aug,0.603,-3.2
Cabbages,2009,09,2009 Sep,0.588,-2.5
Cabbages,2009,10,2009 Oct,0.625,-0.6
Cabbages,2009,11,2009 Nov,0.570,-5.5
Cabbages,2009,12,2009 Dec,0.588,0.0
Cabbages,2010,01,2010 Jan,0.635,1.6
Cabbages,2010,02,2010 Feb,0.754,32.3
Cabbages,2010,03,2010 Mar,0.625,6.3
Cabbages,2010,04,2010 Apr,0.690,8.7
Cabbages,2010,05,2010 May,0.602,-20.2
Cabbages,2010,06,2010 Jun,0.590,-5.6
Cabbages,2010,07,2010 Jul,0.544,-21.2
Cabbages,2010,08,2010 Aug,0.568,-5.6
Cabbages,2010,09,2010 Sep,0.600,1.7
Cabbages,2010,10,2010 Oct,0.623,14.5
Cabbages,2010,11,2010 Nov,0.644,13.4
Cabbages,2010,12,2010 Dec,0.627,4.5
Cabbages,2011,01,2011 Jan,0.743,19.3
Cabbages,2011,02,2011 Feb,0.819,27.2
Cabbages,2011,03,2011 Mar,0.778,24.1
Cabbages,2011,04,2011 Apr,0.636,-14.4
Cabbages,2011,05,2011 May,0.742,-9.4
Cabbages,2011,06,2011 Jun,0.687,-11.7
Cabbages,2011,07,2011 Jul,0.713,12.1
Cabbages,2011,08,2011 Aug,0.692,-6.7
Cabbages,2011,09,2011 Sep,0.701,2.0
Cabbages,2011,10,2011 Oct,0.705,-1.1
Cabbages,2011,11,2011 Nov,0.654,-5.5
Cabbages,2011,12,2011 Dec,0.661,-5.7
Cabbages,2012,01,2012 Jan,0.650,-7.8
Cabbages,2012,02,2012 Feb,0.660,0.9
Cabbages,2012,03,2012 Mar,0.588,-11.0
Cabbages,2012,04,2012 Apr,0.641,-1.4
Cabbages,2012,05,2012 May,0.622,-5.8
Cabbages,2012,06,2012 Jun,0.624,6.1
Cabbages,2012,07,2012 Jul,0.640,-0.2
Cabbages,2012,08,2012 Aug,0.616,-1.0
Cabbages,2012,09,2012 Sep,0.656,5.1
Cabbages,2012,10,2012 Oct,0.698,9.1
Celery,2010,05,2010 May,0.838, N/A
Celery,2010,06,2010 Jun,0.867,N/A
Celery,2010,07,2010 Jul,0.835,N/A
Celery,2010,08,2010 Aug,0.841,0.4
Celery,2010,09,2010 Sep,0.798,-8.0
Celery,2010,12,2010 Dec,0.732,-8.3
Celery,2011,01,2011 Jan,0.909,N/A
Celery,2011,05,2011 May,1.073,N/A
Celery,2011,06,2011 Jun,1.018,N/A
Celery,2011,07,2011 Jul,0.925,N/A
Celery,2011,08,2011 Aug,0.952,-11.3
Celery,2011,09,2011 Sep,0.959,-5.8
Celery,2011,11,2011 Nov,0.779,-18.2
